2016/02/26,01:40:07.516Z,Where is Jude law he could buy a Greek island and place all these migrants and call it Jude's island,Dallas United States,8,8,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,01:39:46.379Z,Everyone was warned by "Tony Abbott" of Australia when he was Prime minister this was going to happen but nobody listened to him now who looks stupid? ,adelaide Australia,9,9,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,01:33:38.956Z,A protected safe zone should be made in syria or turkey near the border for these people. They then get to stay together in their own culture and maybe just maybe all these young men might have the balls to fight for their country. Other economic migrant chancers should be sent straight back where they come from.,s shields,16,16,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,01:31:57.249Z,How to lose friends and alienate Europe Merkel style. The fall of the Roman Empire through liberal decadence soon to be repeated again. The Romans don't exist anymore how long will the Europeans last with such a tolerated and instigated mass in v a sion,Warwick,16,16,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,01:31:47.288Z,9...8....7.....6........,Massillon United States,7,7,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,01:29:34.056Z,i could list the names of several British H&lt;A&gt;T&lt;E Pr.e.a.c.h.ers................ tell you a few scary facts about our new guest ...and that silly little book they all are forced to memorize......or simply state a few very troubling statistics about the countries where they have a population above 6 %........but i will let these pictures speak for themselves.......what possible benefit is it to us to have these images repeated all across EUrope....?,The Barn Christmas Island,7,9,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,01:27:45.698Z,Cant they see it??? These are not the real refugees...! The real ones are still in the war zones fighting for their lives...!!! Get it..!?duhh???,Aberdeen United Kingdom,15,15,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,01:24:07.524Z,"Big shoes run the show now" like they always did in Europe but after 1945 made sure the natives were diluted.,London,7,7,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,01:22:40.390Z,Merkel has a lot to answer for letting so many past a million in undocumented... so many thousands are not refugees escaping war but economic migrants..we cannot take everyone in..has to be a limit....help the genuine families but why so many thousands of young men fleeing they are not from syria but turkey and different countries scary as they have no respect for women,Ireland Ireland,30,30,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,01:20:07.917Z,Of course it is! It's a disaster. And our PM has done something wrong! He's sold us down the river!!,Manchester United Kingdom,28,30,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,01:17:01.093Z,have you ever tried to bake a cake without instructions.....or ingredients.....?.........thats exactly what the EU is doing..............and telling us all the whole time how great its going to taste.................................the  truth is..............you cant make a cake out of a can of beans and some frosting.,The Barn Christmas Island,27,27,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,01:16:43.588Z,There's no doubt about it attitudes have hardened and the people of Europe no longer sympathise or want these people. ,London United Kingdom,40,40,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,01:14:58.276Z,Greece was happy when it was waving them on through on to Northern Europe and Germany and washing their hands of them probably even had a small chuckle about moving them on to the latter with the relationship of the two nations in recent years. Now they are being told to man their borders and tow the boats back to Turkey they are not too happy. Time to for Greece to step their game up and protect their border or they will now have to deal with the problem they are creating for themeselves no more waving the problem on into northern europe so easily.,not here United Kingdom,39,39,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,01:11:28.134Z,Mad Merkel needs burning at the stake it's all this witch's fault,Cheshire United Kingdom,46,46,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,01:11:05.208Z,There's no one to rise up no more the White wotking class has been decimated.,London,40,40,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,01:07:46.729Z,They are all followers of Mahound. They will take over Europe if we do not fight back.,bath United Kingdom,44,44,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,01:07:14.570Z,And some people in this country still want to vote to stay in this "Club"...Are you nuts???? ,Tunbridge Wells United Kingdom,57,57,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,01:07:06.451Z,Keep them all out!  What can they offer the economy. The scrounge and claim every benefit they can and sit back and laugh in the faces of the European people.,London,45,45,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,01:06:04.851Z,If greece wants to let them in then they must put them up otherwise people will call them a trojan horse and we wouldn't want that to happen as that would be a terrible slur implying they're actually facilitating it.,Edinburgh Scotland United Kingdom,21,23,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,01:04:29.380Z,EU s Migration system ha ha ha ha ha......,fertiliser,34,34,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,01:00:03.306Z,HMM WHAT DO YOU DO TO AN ENEMY..........DON;T TELL ME I;LL GET IT..........OH YEAH! ....DO THAT!,la United States,8,16,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:59:47.596Z,Cant make their own place better. The sea should be the border. ANd trafficing gangs should be targtetted by armed force.,Kennet Longbarrow United Kingdom,31,31,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:59:00.385Z,It's about time the Greek coastguard started towing back the 'illegal' migrant vessels back to Turkey  ,Cheshire United Kingdom,35,39,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:58:56.455Z,I'm afraid that until Europe take a similar stance to Australia these people will continue to arrive unabated? ,Surrey United Kingdom,33,37,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:58:04.856Z,Mad Merkel has been quiet lately has someone 'taken her out'? Sorry wishful thinking,Cheshire United Kingdom,30,32,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:57:44.282Z,Honestly Britain do your bit. It's a big IN for staying in the EU (Father still has a lot of property in London - wouldn't want to see it depreciate) But you have to show the rest of the world what you are about. UK has taken about 2% of the amount of refugees as Germany has !!! Canada last taken more as well just shows where Britain stands in the world right now I guess,Vancouver Canada,-38,42,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:56:10.005Z,I think 2.5 million is a bit on the low side. There will be tens of millions making their way to Europe now that they can see it's in complete disarray? ,Surrey United Kingdom,30,32,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:55:34.451Z,Just shut the doors. Australia will show you how!,London,41,41,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:54:36.799Z,You mean 10 days until the end of Europe.,Singapore Singapore,35,35,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:54:30.394Z,Complete social breakdown created by W a shin gton actions in the Middle East. The same meddling that also happened in Ukraine. This is happening by design to empower the few. Europe is disposable and needs to be weakened for the sole benefit of W a sh ington's geo strategic strategy. And Europe is bending to the whims of the few and is no longer governed for the benefit of the people. It's now weak and subservient.,Warwick,14,24,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:52:15.135Z,It's about time the Greek coastguard started towing back the 'illegal' migrant vessels back to Turkey  ,Cheshire United Kingdom,30,30,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:52:09.061Z,Why the hell doesn't someone get a grip of this mess. It would take me two minutes to close our border,Birmingham United Kingdom,32,34,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:49:42.244Z,An economic migrant is NOT a refugee,Cheshire United Kingdom,47,47,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:48:19.099Z,I feel really sorry for the German people they don't have a nice chunk of water to keep this cr.ap out like we have!!!!! ,North Wales United Kingdom,24,26,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:47:48.741Z,Stop the boats turn them around! It is NOT that hard we did it! This is all planned if it wasn't they would have stopped the boats long ago.,Coastal Town Australia,34,34,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:46:14.495Z,Peace Off we don't want you or need you over here...... ,North Wales United Kingdom,34,34,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:46:04.098Z,Americans  posting here are a bit thick to say let them in. Go elect Donald "No brain" Trump as your president. He doesn't want these people in your country either. ,Chester United Kingdom,25,31,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:46:02.550Z,Brits dont need a rederendum...the EU wont exist until June so...,NRW Germany,34,34,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:45:39.838Z,The m grants have more money than me or you can you see a scruffy one amongst themtough action is needed to stop this $ hit.,North London United Kingdom,35,35,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:45:18.906Z,Slam the doors closed and ship them back! Imprison every one of them without food and water who enters Europe illegally! ,Suffolk United Kingdom,28,30,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:45:14.363Z,After midnight so only 9 days to go now...... Yipppppppeeeeeeee,london,29,29,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:43:26.843Z,Seriously alarming and they are heading our way too. Anyone who thought open borders were a good idea are seriously barking. Never a good idea to do away with control of your own borders. Immigration policy 101 - KEEP YOUR OWN BORDER CONTROL!,Ottawa Canada,41,41,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:42:19.585Z,In 2010 Frau Merkel won the Cogen.hove Kal.ergi award... Says it all really.,Sydney Australia,27,27,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:39:58.289Z,'His warning came as it emerged German people will have to brace for another 2.5 million refugees arriving in the country over the next four years'.....Then when loony Merkel makes them German/EU citizens they can all come here....VOTE OUT.   ,Glasgow,43,43,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:39:52.276Z,Then aim and fire?,Chipping Norton United Kingdom,19,21,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:38:25.465Z,There's nothing here for them!! Go back home and build a life!,Manchester United Kingdom,38,38,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:37:50.441Z,What about rubber bullets and water cannons.  If these methods fail forget the rubber and the water.,Lanark United Kingdom,22,24,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:32:52.359Z,Some one should tell them no money here for five years or home and the sun doesn't shine here either.,UK United Kingdom,38,38,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:31:35.511Z, People are vacating larger impoverished countries for smaller wealthier countries that are already crowded. European citizens are going to have to assume that tax burden of housing and caring for all of them.  Crimes have skyrocketed and will continue to. But I see no end in sight. If anything more are coming each day and more than ever will come when Spring appears. This is going to be very bad people!,Calgary Canada,45,45,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/26,00:31:07.997Z,These people should be turned around and refused entry... The more that. Are allowed in.. The more will come  Use the army,Boca United States,40,40,EU&#x26;#8217;s migration system is ten days from 'completely breaking down'
2016/02/24,23:28:28.692Z,Fabrice Leggeri Europe's border boss surrenders to the migrants.  Now maybe more voters will take BLEXIT seriously ,Southampton United Kingdom,45,45,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,23:01:04.762Z,We should welcome and help all who need help one world with one people.,Ayr United Kingdom,-55,65,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,22:59:11.626Z,What are you been payed for then if you can't stop them ?,Dublin Ireland,26,26,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,22:40:00.566Z,Walls and wire fences may not stop all of them but if it stops most of them then its worth building them.,Perth,28,30,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,22:09:48.216Z,stopping and turning them back will stop them. ,Brisbane Australia,28,28,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,21:54:46.495Z,What would have stopped them would have been the first few boats being returned to their point of origin. Now it's too late.,LISS United Kingdom,23,23,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,21:50:28.479Z,Is everyone stupid!!!!!!,brighton United Kingdom,79,79,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,21:44:02.227Z,Which countries wanted to overthrow Assad and supported an assorted bunch of anti Assad rebels? The countries that backed a civil war and made substantial parts of the country into an uninhabitable waste land are getting a human problem they created. After similar problems in Iraq Libya Afghanistan etc. why does the west keep repeating the mistakes and wonder why having destroyed large parts of these countries local people are looking for something better. The US and europe have created mega problems without any clue how to make things better.,Nottingham United Kingdom,53,63,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,21:38:49.609Z,We are living at the end of times.,Newcastle United Kingdom,76,78,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,21:36:09.442Z,They are not refugees they are economic opportunists.  They have luggage mobiles computers etc.  The real refugees are in the camps with nothing.,London United Kingdom,139,139,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,21:31:07.641Z,Is there anybody left in the countries these people are running away from?,Somewhere Up Norf United Kingdom,98,98,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,21:05:59.293Z,Vote out.,Birmingham United Kingdom,11,11,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,20:54:08.355Z,Turkey needs to stop them at their own borders ,USA United States,118,122,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,20:21:04.687Z,If the government stops giving welfare benefits free healthcare and free housing to those welfare tourists then they won't come any more. There no longer a benefit for them to risk their life and pay tens of thousands of euros to people smugglers.,Bern Switzerland,130,134,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,20:14:09.730Z,Vote leave so we can reinstate our border controls before they head this way.,Maidstone United Kingdom,167,175,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,20:05:00.208Z,How about catching them all at sea and dropping them off in Saudi or UAE?,Leitrim,178,182,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,20:02:58.283Z,More like 3 million,London United Kingdom,142,142,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,19:56:36.517Z,There is a very good reason they want into the UK..and once they are in it's unlikely they will leave.  Look how many are still here were arrested and then told to show up to a hearing after they were releasedand were never heard from again!  All because the force claims they have nowhere to keep them till they are deported..so they trust them to just leave on their own?,Dry Heat United States,162,170,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,19:53:37.739Z,I welcome the refugees I've met a few people from outside the UK before and almost all are really nice.,London United Kingdom,-176,182,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,19:51:30.860Z,Let me think referendum - exit negotiation- laws passed in the uk to prevent immigration- implementation process-assignment of budgets to employ 00's border guards and additional coast guard resources.. Nope to late.... Best to switch off the lights and emigrate to Latin America,Amsterdam Netherlands,69,75,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,19:51:24.638Z,I see Turkey will take the money but won't stop the boats what a surprise not. Our Borders won't be able to cope illegal immigrants are still getting through we have to control our Borders not the EU please think very carefully when the EUref comes in June especially NHS Schools Housing Welfare etc think British not European.,potters bar United Kingdom,126,130,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,19:37:36.572Z,If we let everyone in and they all came except ISIS and we went there and eliminated all of ISIS could we all move there taking everything with us and live in peace?,Cheshire United Kingdom,65,75,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,19:30:42.263Z,Any country with a left wing government is finished . It is the duty of left wingers to promote it .,plymouth United Kingdom,82,90,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,19:30:04.972Z,Population of the eu is over 510.000000. What's the big problem in a 0.2% increase spread across the whole region? Come on give those who deserve a chance a place.,Amsterdam Netherlands,-150,152,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,19:29:12.685Z,These people have heard about the free houses cars and money they will get in Europe.,Manchester United Kingdom,110,112,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,19:24:24.195Z,The UK needs to have  a ring of steel around its borders and that includes having troops at all our ports to  tightly enforce our borders.  All carriers fetching people to the UK have to deposit copies of all the travellers paper work with the UK border forces at least 5 working days before their departure. Anyone claiming to have lost their papers on arrival in the UK will  be verified against the deposited papers,London United Kingdom,68,68,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,19:18:23.648Z,Still want to stay in the EU?,Spalding United Kingdom,84,84,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,19:14:01.529Z,A flimsy fence is not good enough we need a very tall very long concrete wall,liverpool United Kingdom,61,61,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,19:08:13.610Z,This is just  EU propaganda they just want us to believe that there's nothing we can do about it and we might as well just throw up our hands and accept being overrun with millions of migrants every year. If border controls are vigorously enforced with force if neccessary then they can easily be stopped or at least the numbers vastly reduced. ,London United Kingdom,79,83,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,19:07:12.519Z,That's why Cameron wants the referendum in June ..... before thousands more arrive in France,Windsor South Georgia And The South Sandwich Islands,61,63,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,19:06:20.001Z,Frau Merkel said they would all be welcome so just so long as they settle in Germany then I don't care.,LISS United Kingdom,57,61,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,19:05:29.888Z,Stop the boats leaving,Windsor South Georgia And The South Sandwich Islands,49,49,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,19:04:13.371Z,We must stay in the EU otherwise we will have nowhere to go when the sea reclaims the UK.,London United Kingdom,-40,46,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,19:00:54.611Z,Shut the front door!,London United Kingdom,32,32,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,18:59:26.520Z,The EUSSR has a BORDER AGENCY? What do they actually DO?,Santa Cruz de Tenerife,32,34,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,18:59:05.970Z,Does anyone in their right mind think Turkey can be trusted .. corrupt to the core ... god help us...,chelseaville,53,53,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,18:59:05.796Z,Under current EU laws every asylum seekers will be able to bring immediate family to there new country of residence.   Germany wants to brace itself for 12 million new residents within the next 5 years.  Vote out the EU for the sake of future generations ,basingstoke United Kingdom,51,51,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,18:58:46.957Z,What a gift to the OUT campaign. The evidence is before our eyes. Act now vote OUT.,London,44,44,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,18:58:36.708Z,The only people I see opening their hearts to refugees are millennials. Typical of the selfish generation to care about nothing but themselves. ,Shoreditch United Kingdom,-26,36,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,18:57:36.625Z,"Fences will stop no-one"  Thats very true but returning them back to where they came from will.  An before anyone says they are escaping tyranny  let me say a lot of British people holiday in Turkey (were most are coming from) and it is not that dangerous.   No more than most countries.,Ches,43,43,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,18:57:26.466Z,What a plonker. Mandatory detention and no chance of resettlement if people arrive by boat. But the EU diktatorship doesn't want to stop the flow.. And I guess most of us have figured out why.,somewhere United States,28,28,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,18:57:12.135Z,What are America doing about this after all they're part of this problem,Edinburgh United Kingdom,13,23,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,18:56:15.780Z,Wait till Turkey joins the EU then this will look small numbers,Brighton,29,29,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,18:56:15.492Z,I wonder who will be filling the vacuum all these displaced people will leave in Syria?  It's almost as if the coalition swept them all out so they could populate the country with whomever they please and take as many natural resources unhindered.  They could do that now actually since the Syrian conscription age males are fleeing their national duty The people playing chess with lives don't have to live amid the mess they create.,depthsofhell United Kingdom,13,13,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,18:55:59.706Z,Thank go for the channel. Again our saviour not our politicians.,Maidstone United Kingdom,9,9,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
2016/02/24,18:55:11.053Z,They have had all winter to put measures in place to stop this problem but all they could come up with is a dodgy deal with Turkey who will only be too pleased to get rid of some of the migrants.Where is the new refugee detention centres why have they not put together a huge fleet of patrol boats to turn these people back.How many people smugglers have been arrested .Let's not forget thousands have died trying this crossingincluding children and thousands more are likely to die.You could easily get the impression that the EU is actually inviting the mass immigration .,sunderland United Kingdom,32,32,Another ONE MILLION migrants will head to Europe in 2016 says Fabrice Leggeri
